18, 87.40
18, 4.71
18, 4.70
18, 4.70
18, 4.70
18, 4.69
18, 4.69
18, 4.69
18, 6.06
18, 7.43
18, 8.54
18, 9.40
18, 10.12
18, 10.84
18, 11.50
18, 11.98
18, 12.38
18, 12.76
18, 13.11
18, 13.37
18, 13.60
18, 13.83
18, 14.05
18, 14.25
18, 14.45
18, 14.63
18, 14.77
18, 14.90
18, 15.07
18, 15.20
18, 15.32
18, 15.43
18, 15.52
18, 15.60
18, 15.68
18, 15.74
18, 15.80
18, 15.86
18, 15.94
18, 16.03
18, 16.10
18, 16.18
18, 16.26
18, 16.32
18, 16.39
18, 16.44
18, 16.49
18, 16.54
18, 16.77
18, 16.94
18, 16.99
18, 17.02
18, 17.05
18, 17.07
18, 17.11
18, 17.15
18, 17.18
18, 17.20
18, 17.22
18, 17.24
18, 17.27
18, 17.29
18, 17.31
18, 17.33
18, 17.38
18, 17.41
18, 17.43
18, 17.45
18, 17.47
18, 17.50
18, 17.54
18, 17.57
18, 17.59
18, 17.62
18, 17.62
18, 17.63
18, 17.65
18, 17.67
18, 17.68
18, 17.69
18, 17.70
18, 17.71
18, 17.73
18, 17.74
18, 17.75
18, 17.76
18, 17.76
18, 17.81
18, 17.88
18, 17.95
28, 43.34
28, 4.67
28, 4.67
28, 4.68
28, 4.69
28, 4.70
28, 4.70
28, 4.69
28, 4.69
28, 5.94
28, 7.26
28, 8.31
28, 9.15
28, 9.85
28, 10.56
28, 11.18
28, 11.68
28, 12.10
28, 12.51
28, 12.84
28, 13.12
28, 13.37
28, 13.61
28, 13.86
28, 14.06
28, 14.30
28, 14.51
28, 14.66
28, 14.81
28, 14.98
28, 15.12
28, 15.26
28, 15.39
28, 15.50
28, 15.58
28, 15.67
28, 15.75
28, 15.82
28, 15.89
28, 15.97
28, 16.05
28, 16.12
28, 16.21
28, 16.29
28, 16.35
28, 16.43
28, 16.48
28, 16.54
28, 16.59
28, 16.81
28, 16.99
28, 17.03
28, 17.07
28, 17.10
28, 17.13
28, 17.16
