18, 28.91
18, 2.65
18, 2.74
18, 3.01
18, 3.16
18, 3.26
18, 2.85
18, 0.48
18, 0.48
18, 0.50
18, 0.52
18, 0.49
18, 0.49
18, 0.08
18, 0.48
18, 2.29
18, 0.50
18, 0.46
18, 0.48
16, 89.14
16, 36.56
16, 24.19
16, 18.65
16, 15.46
16, 13.03
16, 0.26
16, 0.07
28, 27.53
28, 2.57
28, 2.69
28, 2.96
28, 3.13
28, 3.21
28, 2.80
28, 0.44
28, 0.46
28, 0.45
28, 0.45
28, 0.46
28, 0.43
28, 0.08
28, 0.42
28, 2.28
28, 0.49
28, 0.44
28, 0.43
4, 88.97
4, 36.04
4, 23.78
4, 18.36
4, 15.22
4, 12.82
4, 0.45
4, 0.46
4, 0.48
4, 0.49
4, 0.48
4, 0.47
4, 0.76
4, 0.47
4, 1.67
4, 0.48
4, 0.46
4, 0.48
23, 41.10
23, 1.73
23, 2.24
23, 2.65
23, 2.87
23, 3.00
23, 2.62
23, 0.43
23, 0.44
23, 0.45
23, 0.43
23, 0.43
23, 0.45
23, 0.08
23, 0.42
23, 2.28
23, 0.47
23, 0.44
23, 0.43
14, 91.67
14, 47.98
14, 33.48
14, 26.26
14, 21.87
14, 18.66
14, 0.19
14, 0.07
15, 20.45
15, 1.64
15, 2.20
15, 2.63
15, 2.88
15, 3.02
15, 2.64
15, 0.45
15, 0.46
15, 0.46
15, 0.45
15, 0.47
15, 0.48
15, 0.08
15, 0.43
15, 1.82
15, 0.48
15, 0.44
15, 0.45
33, 89.22
33, 37.10
33, 24.56
33, 18.96
33, 15.73
33, 13.26
33, 0.20
33, 0.07
22, 91.53
22, 47.76
22, 33.28
22, 26.07
22, 21.67
22, 18.46
22, 0.43
22, 0.43
22, 0.44
22, 0.43
22, 0.43
22, 0.43
22, 0.08
22, 0.42
22, 2.25
22, 0.46
22, 0.44
22, 0.44
25, 29.36
25, 2.62
25, 2.75
25, 3.02
25, 3.17
25, 3.26
25, 2.85
25, 0.50
25, 0.50
25, 0.49
25, 0.54
25, 0.50
25, 0.50
25, 0.08
25, 0.50
25, 1.53
25, 0.54
25, 0.51
25, 0.49
10, 27.23
10, 2.53
10, 2.72
10, 3.05
10, 3.22
10, 3.32
10, 2.84
10, 0.19
10, 0.07
27, 89.24
27, 44.98
27, 31.08
27, 24.20
27, 19.81
27, 0.26
27, 0.07
3, 23.27
3, 2.26
3, 2.46
