28,1
28,2
28,3
28,4
28,5
6,1
6,2
2,1
2,2
2,3
2,4
2,5
24,1
4,1
4,2
4,3
4,4
4,5
4,6
7,1
27,1
18,1
18,2
18,3
3,1
3,2
3,3
26,1
26,2
26,3
10,1
10,2
19,1
19,2
22,1
22,2
25,1
25,2
25,3
16,1
13,1
13,2
13,3
13,4
13,5
14,1
14,2
15,1
15,2
15,3
8,1
23,1
20,1
20,2
11,1
11,2
11,3
17,1
17,2
24,2
24,3
24,4
16,2
16,3
16,4
25,4
25,5
25,6
25,7
25,8
25,9
25,10
25,11
25,12
8,2
8,3
8,4
20,3
20,4
20,5
20,6
20,7
20,8
19,3
19,4
19,5
19,6
19,7
19,8
2,6
2,7
2,8
2,9
2,10
2,11
2,12
2,13
2,14
2,15
2,16
2,17
23,2
23,3
23,4
4,7
4,8
4,9
4,10
4,11
4,12
4,13
4,14
4,15
4,16
4,17
4,18
3,4
3,5
3,6
3,7
3,8
3,9
7,2
7,3
7,4
28,6
28,7
28,8
28,9
28,10
28,11
28,12
28,13
28,14
28,15
28,16
28,17
6,3
6,4
6,5
6,6
6,7
6,8
27,2
27,3
27,4
17,3
17,4
17,5
17,6
17,7
17,8
11,4
11,5
11,5
11,6
11,7
11,8
11,9
22,3
22,3
22,4
22,5
22,6
22,7
22,8
18,4
18,5
18,6
18,7
18,8
18,9
26,4
26,5
26,6
26,7
26,8
26,9
26,10
26,11
26,12
15,4
15,5
15,6
15,7
15,8
15,9
10,3
10,4
10,5
10,6
10,7
10,8
13,6
13,7
13,8
13,9
13,10
13,11
13,12
13,13
13,14
13,15
13,16
13,17
14,3
14,4
14,5
14,6
14,7
14,8
20,9
20,10
20,11
20,12
20,13
20,14
23,5
23,6
23,7
8,5
8,6
8,7
2,18
2,19
2,20
2,21
2,22
2,23
2,24
2,25
2,26
2,27
2,28
2,29
27,5
27,6
27,7
22,9
22,10
22,10
22,11
22,12
22,13
22,14
3,10
3,11
3,12
3,13
3,14
3,15
7,5
7,6
7,7
6,9
6,10
6,11
6,12
6,13
6,14
4,19
4,20
4,21
4,22
4,23
4,24
4,25
4,26
4,27
4,28
4,29
4,30
11,10
11,11
11,12
11,13
11,14
11,15
18,10
18,11
18,12
18,13
18,14
18,15
13,18
13,19
13,20
13,21
13,22
13,23
13,24
13,25
13,26
13,27
13,28
13,29
15,10
15,11
15,12
15,13
15,14
15,15
10,9
10,10
10,11
10,12
10,13
10,14
16,5
16,6
16,7
28,18
28,18
28,19
28,20
28,21
28,22
28,23
28,24
28,25
28,26
28,27
28,28
28,29
26,13
26,14
26,15
26,16
26,17
26,18
26,19
26,20
26,21
24,5
24,6
24,7
24,7
14,9
14,10
14,11
14,12
14,13
14,14
25,13
25,14
25,15
25,16
25,17
25,18
25,19
25,20
25,21
19,9
19,10
19,11
19,12
19,13
19,14
17,9
17,10
17,11
17,12
17,13
17,14
22,15
22,16
22,17
22,18
22,19
22,20
4,31
4,32
4,33
4,34
4,35
4,36
4,37
4,38
4,39
4,40
4,41
4,42
7,8
7,9
7,10
18,16
18,17
18,18
18,19
18,20
18,21
13,30
13,31
13,32
13,33
13,34
13,35
13,35
13,36
13,37
13,38
13,39
13,40
13,41
28,30
28,31
28,32
28,33
28,34
28,35
28,36
28,37
28,38
28,39
28,40
28,41
16,8
16,9
16,10
10,15
10,16
10,17
10,18
10,19
10,20
14,15
14,16
14,17
14,18
14,19
14,20
26,22
26,23
26,24
26,25
26,26
26,27
26,28
26,29
26,30
26,30
26,30
24,8
24,9
24,10
15,16
15,17
15,18
15,19
15,20
15,21
25,22
25,23
25,24
25,25
25,26
25,27
25,28
25,29
25,30
19,15
19,16
19,17
19,18
19,19
19,20
2,30
2,31
2,32
2,33
2,34
2,35
2,36
2,37
2,38
2,39
2,40
2,41
20,15
20,16
20,17
20,18
20,19
20,20
6,15
6,16
6,17
6,18
6,18
6,19
6,20
27,8
27,9
27,10
17,15
17,16
17,17
17,18
17,19
17,20
3,16
3,17
3,18
3,19
3,20
3,21
8,8
8,9
8,10
23,8
23,8
23,9
23,10
11,16
11,17
11,18
11,19
11,20
11,21
14,21
14,22
14,23
14,24
14,25
14,26
14,26
24,11
24,12
24,13
10,21
10,22
10,23
10,24
10,25
10,26
19,21
19,22
19,23
19,24
19,25
19,26
15,22
15,23
15,24
15,25
15,26
15,27
25,31
25,32
25,33
25,34
25,35
25,36
25,36
25,37
25,38
25,39
27,11
27,12
27,13
2,42
2,43
2,44
2,45
2,46
2,47
2,48
2,49
2,50
2,51
2,52
2,53
6,21
6,22
6,23
6,24
6,25
6,26
20,21
20,22
20,23
20,24
20,25
20,26
8,11
8,12
8,13
23,11
23,12
23,13
3,22
3,23
3,24
3,25
3,26
3,27
18,22
18,23
18,24
18,25
18,26
18,27
22,21
22,22
22,23
22,24
22,25
22,26
4,43
4,44
4,45
4,46
4,47
4,48
4,49
4,50
4,51
4,52
4,53
4,54
7,11
7,12
7,13
28,42
28,43
28,44
28,45
28,46
28,47
28,48
28,49
28,50
28,51
28,52
28,53
13,42
13,43
13,44
13,45
13,46
13,47
13,48
13,49
13,50
13,51
13,52
13,53
26,31
26,32
26,33
26,34
26,35
26,36
26,37
26,38
26,39
16,11
16,12
16,13
11,22
11,23
11,24
11,25
11,26
11,27
17,21
17,22
17,23
17,24
17,25
17,26
23,14
23,15
23,16
6,27
6,28
6,29
6,30
6,31
6,32
27,14
27,15
27,16
15,28
15,29
15,30
15,31
15,32
15,32
15,33
4,55
4,56
4,57
4,58
4,59
4,60
4,61
4,62
4,63
4,64
4,65
4,66
8,14
8,15
8,16
18,28
18,29
18,30
18,31
18,32
18,33
3,28
3,29
3,30
3,31
3,32
3,33
28,54
28,55
28,56
28,57
28,58
28,59
28,60
28,61
28,62
28,63
28,64
28,65
7,14
7,15
7,16
10,27
10,28
10,28
10,28
10,29
10,30
10,31
10,32
13,54
13,55
13,56
13,57
13,58
13,59
13,60
13,61
13,62
13,63
13,64
13,65
22,27
22,28
22,29
22,30
22,31
22,32
26,40
26,41
26,42
26,43
26,44
26,45
26,46
26,47
26,48
14,27
14,28
14,29
14,30
14,31
14,32
14,32
24,14
24,15
24,16
16,14
16,15
16,16
20,27
20,28
20,29
20,30
20,31
20,32
2,54
2,55
2,56
2,57
2,58
2,59
2,60
2,61
2,62
2,63
2,64
2,65
19,27
19,28
19,29
19,30
19,30
19,31
19,32
11,28
11,29
11,30
11,31
11,32
11,33
17,27
17,28
17,29
17,30
17,31
17,32
25,40
25,41
25,42
25,43
25,44
25,45
25,46
25,47
25,48
27,17
27,18
27,19
8,17
8,18
8,19
7,17
7,18
7,19
26,49
26,50
26,51
26,52
26,53
26,54
26,55
26,56
26,57
28,66
28,67
28,68
28,69
28,70
28,70
28,71
28,72
28,73
28,74
28,75
28,76
28,77
4,67
4,68
4,69
4,70
4,71
4,72
4,73
4,74
4,75
4,76
4,77
4,78
13,66
13,67
13,68
13,69
13,70
13,71
13,72
13,73
13,74
13,75
13,76
13,77
22,33
22,34
22,35
22,36
22,37
22,38
10,33
