# timestamp,observer_id,node_id,errormessage
1537482613.0002425,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002570,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002515,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002505,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002415,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002555,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002470,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002510,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002385,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002440,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002560,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002520,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002575,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002395,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002625,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002515,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002525,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002555,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002365,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002440,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002515,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002425,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002650,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002530,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002375,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002610,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002390,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002435,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002475,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002660,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002620,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002560,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002490,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002600,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002580,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002615,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002710,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002310,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002640,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002630,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002720,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002520,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002435,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002570,33,33, Missing tracing events: PinLevels(hex) : 0x0
1537482613.0002390,33,33, Missing tracing events: PinLevels(hex) : 0x0
